Parameter Name,Site_keys,LU,ppm
TSP - combined,[ 41.888365 -87.798392],"{'Commercial and Services': 0.4444444444444444, 'Residential': 0.07246376811594203, 'Transportation, communications and services': 0.4830917874396135}",0.00028000000000000003
TSP - combined,[ 41.605312 -87.649213],"{'Commercial and Services': 0.02, 'Residential': 0.48, 'Transportation, communications and services': 0.5}",0.000692667
TSP - combined,[ 41.868087 -87.899784],"{'Commercial and Services': 0.35, 'Residential': 0.045, 'Other urban or built-up land': 0.105, 'Transportation, communications and services': 0.5}",0.000421667
TSP - combined,[ 41.615038 -87.71556 ],"{'Commercial and Services': 0.22, 'Deciduous forest land': 0.06, 'Cropland and pasture': 0.29, 'Residential': 0.43}",0.0006455
TSP - combined,[ 41.662109 -87.696467],"{'Commercial and Services': 0.305, 'Residential': 0.12, 'Cropland and pasture': 0.04, 'Transportation, communications and services': 0.5, 'Strip mines, quarries and gravel pits': 0.035}",0.00038
TSP - combined,[ 41.648921 -87.856998],"{'Commercial and Services': 0.35, 'Deciduous forest land': 0.57, 'Other urban or built-up land': 0.08}",8.4286e-05
TSP - combined,[ 41.519479 -87.682824],"{'Commercial and Services': 0.16, 'Residential': 0.24, 'Industrial': 0.26, 'Other urban or built-up land': 0.34}",0.000252
TSP - combined,[ 41.892809 -87.814226],"{'Commercial and Services': 0.085, 'Residential': 0.415, 'Transportation, communications and services': 0.5}",0.014665667
TSP - combined,[ 41.605868 -87.542543],"{'Other urban or built-up land': 0.77, 'Residential': 0.21, 'Deciduous forest land': 0.02}",0.000211429
TSP - combined,[ 41.775589 -87.751998],"{'Residential': 0.18, 'Industrial': 0.27, 'Transportation, communications and services': 0.55}",0.000562667
TSP - combined,[ 41.782766 -87.805377],"{'Commercial and Services': 0.3253012048192771, 'Residential': 0.27309236947791166, 'Transportation, communications and services': 0.40160642570281124}",0.000551167
TSP - combined,[ 41.514757 -87.645044],"{'Commercial and Services': 0.64, 'Residential': 0.36}",0.000467533
TSP - combined,[ 41.859754 -87.750334],"{'Residential': 0.495, 'Industrial': 0.005, 'Transportation, communications and services': 0.5}",0.000385334
TSP - combined,[ 41.955584 -88.137572],"{'Strip mines, quarries and gravel pits': 0.42, 'Cropland and pasture': 0.16, 'Transitional areas': 0.42}",0.0005335
TSP - combined,[ 42.002532 -87.669779],"{'Commercial and Services': 0.7428571428571429, 'Residential': 0.2571428571428571}",0.0007692329999999999
TSP - combined,[ 42.081694 -87.982849],"{'Commercial and Services': 0.2805755395683453, 'Residential': 0.7194244604316546}",0.021234766000000002
TSP - combined,[ 42.022253 -87.750894],"{'Commercial and Services': 0.64, 'Residential': 0.36}",0.000532
TSP - combined,[ 42.074472 -87.806175],"{'Commercial and Services': 0.49, 'Residential': 0.51}",0.001036428
TSP - combined,[ 42.047807 -87.798119],"{'Commercial and Services': 0.51, 'Residential': 0.49}",0.000452667
TSP - combined,[ 42.042529 -87.838397],"{'Commercial and Services': 0.6592592592592592, 'Residential': 0.32592592592592595, 'Other urban or built-up land': 0.014814814814814815}",0.000560818
TSP - combined,[ 42.060029 -87.752561],"{'Commercial and Services': 0.19, 'Residential': 0.37, 'Industrial': 0.39, 'Transportation, communications and services': 0.05}",0.00029562500000000004
TSP - combined,[ 42.078085 -87.702838],"{'Commercial and Services': 0.46, 'Residential': 0.54}",3.5e-06
TSP - combined,[ 42.101417 -87.748673],"{'Commercial and Services': 0.63, 'Residential': 0.31, 'Other urban or built-up land': 0.06}",0.000290818
TSP - combined,[ 42.02114  -87.907566],"{'Commercial and Services': 0.02, 'Residential': 0.29, 'Industrial': 0.69}",0.000335834
TSP - combined,[ 42.044474 -87.685892],"{'Commercial and Services': 0.62, 'Residential': 0.38}",0.018198451000000004
TSP - combined,[ 42.095026 -88.105908],{'Residential': 1.0},0.0005217830000000001
TSP - combined,[ 39.019209 -87.697804],{'Cropland and pasture': 1.0},0.00037730399999999996
TSP - combined,[ 41.965862 -88.785089],{'Cropland and pasture': 1.0},0.000249167
TSP - combined,[ 41.932529 -87.994511],"{'Commercial and Services': 0.68, 'Residential': 0.32}",0.011310714000000001
TSP - combined,[ 41.95753  -87.938955],"{'Commercial and Services': 0.35, 'Residential': 0.56, 'Industrial': 0.09}",0.000329167
TSP - combined,[ 41.751975 -87.98395 ],"{'Commercial and Services': 0.07, 'Residential': 0.6, 'Other urban or built-up land': 0.18, 'Transitional areas': 0.15}",0.000305
TSP - combined,[ 41.901419 -87.938953],"{'Commercial and Services': 0.3548387096774194, 'Residential': 0.6451612903225806}",0.00028000000000000003
TSP - combined,[ 41.886139 -88.204516],"{'Commercial and Services': 0.6310679611650486, 'Residential': 0.36893203883495146}",0.011507238
TSP - combined,[ 41.863918 -88.104235],"{'Commercial and Services': 0.63, 'Residential': 0.37}",0.000271778
TSP - combined,[ 41.77253  -88.150623],"{'Commercial and Services': 0.79, 'Residential': 0.19, 'Deciduous forest land': 0.02}",0.000430566
TSP - combined,[ 41.914472 -88.241185],"{'Cropland and pasture': 0.5555555555555556, 'Industrial': 0.06111111111111111, 'Other urban or built-up land': 0.011111111111111112, 'Transportation, communications and services': 0.37222222222222223}",0.012086338999999998
TSP - combined,[ 39.116153 -88.540049],"{'Commercial and Services': 0.075, 'Residential': 0.425, 'Cropland and pasture': 0.5}",0.000338833
TSP - combined,[ 37.727273 -89.218139],"{'Commercial and Services': 0.205, 'Residential': 0.29, 'Industrial': 0.005, 'Cropland and pasture': 0.5}",0.020989685
TSP - combined,[ 38.322827 -88.914232],"{'Commercial and Services': 0.125, 'Cropland and pasture': 0.5, 'Other urban or built-up land': 0.075, 'Reservoirs': 0.09, 'Residential': 0.21}",0.012072222
TSP - combined,[ 42.415286 -90.428461],"{'Commercial and Services': 0.18877551020408162, 'Residential': 0.3010204081632653, 'Cropland and pasture': 0.5102040816326531}",0.012704917999999999
TSP - combined,[ 42.039193 -88.284801],"{'Commercial and Services': 0.95, 'Residential': 0.05}",0.000298214
TSP - combined,[ 42.05697 -88.26869],"{'Commercial and Services': 0.2537313432835821, 'Residential': 0.746268656716418}",0.000221
TSP - combined,[ 41.14031  -87.854764],"{'Commercial and Services': 0.04, 'Residential': 0.75, 'Industrial': 0.2, 'Cropland and pasture': 0.01}",0.000336712
TSP - combined,[ 40.946149 -90.370684],"{'Commercial and Services': 0.95, 'Residential': 0.03, 'Other urban or built-up land': 0.01, 'Transportation, communications and services': 0.01}",0.000629057
TSP - combined,[ 41.346145 -88.83591 ],"{'Commercial and Services': 0.41, 'Residential': 0.35, 'Reservoirs': 0.24}",0.024183286
TSP - combined,[ 42.374466 -87.883406],"{'Commercial and Services': 0.3, 'Residential': 0.7}",0.013691803
TSP - combined,[ 42.386706 -87.841406],"{'Commercial and Services': 0.51, 'Residential': 0.49}",0.014632458999999999
TSP - combined,[ 42.27419  -87.847014],"{'Residential': 0.94, 'Cropland and pasture': 0.06}",0.011381667
TSP - combined,[ 42.363633 -87.838682],"{'Commercial and Services': 0.35658914728682173, 'Residential': 0.4186046511627907, 'Other urban or built-up land': 0.2248062015503876}",0.013659
TSP - combined,[ 42.273912 -88.195639],"{'Commercial and Services': 0.23, 'Residential': 0.54, 'Cropland and pasture': 0.12, 'Lakes': 0.11}",0.011134426
TSP - combined,[ 39.859481 -88.924799],"{'Commercial and Services': 0.195, 'Residential': 0.27, 'Cropland and pasture': 0.5, 'Transportation, communications and services': 0.035}",0.00045463000000000003
TSP - combined,[ 39.863093 -88.948411],"{'Commercial and Services': 0.0825242718446602, 'Residential': 0.3883495145631068, 'Other urban or built-up land': 0.043689320388349516, 'Cropland and pasture': 0.4854368932038835}",0.001046667
TSP - combined,[ 39.82587  -88.944799],"{'Reservoirs': 0.265, 'Other urban or built-up land': 0.105, 'Cropland and pasture': 0.5, 'Residential': 0.13}",0.000469107
TSP - combined,[ 39.876148 -88.935356],"{'Commercial and Services': 0.5, 'Cropland and pasture': 0.5}",0.013420339000000002
TSP - combined,[ 38.670327 -89.988992],"{'Commercial and Services': 0.57, 'Residential': 0.43}",0.000322787
TSP - combined,[ 38.890881 -90.18511 ],"{'Industrial': 0.33, 'Reservoirs': 0.24, 'Commercial and Services': 0.17, 'Residential': 0.07, 'Streams and canals': 0.03, 'Other urban or built-up land': 0.16}",0.00040569
TSP - combined,[ 38.901437 -90.147331],"{'Commercial and Services': 0.2753623188405797, 'Residential': 0.7246376811594203}",0.00046016899999999996
TSP - combined,[ 38.695328 -90.139553],{'Industrial': 1.0},0.000274464
TSP - combined,[ 38.694438 -90.153954],"{'Commercial and Services': 0.07, 'Mixed urban or built-up land': 0.31, 'Industrial': 0.59, 'Residential': 0.03}",0.00041384
TSP - combined,[ 38.710883 -90.165109],"{'Commercial and Services': 0.07, 'Residential': 0.67, 'Cropland and pasture': 0.26}",0.00016
TSP - combined,[ 38.692828 -90.127052],"{'Industrial': 0.63, 'Cropland and pasture': 0.01, 'Nonforested wetland': 0.36}",0.013744179
TSP - combined,[ 38.722828 -90.117608],"{'Commercial and Services': 0.09401709401709402, 'Residential': 0.7521367521367521, 'Other urban or built-up land': 0.017094017094017096, 'Mixed urban or built-up land': 0.13675213675213677}",0.00031704899999999997
TSP - combined,[ 38.700606 -90.122052],"{'Commercial and Services': 0.03, 'Residential': 0.4, 'Industrial': 0.57}",0.012038197000000002
TSP - combined,[ 38.70255  -90.150942],"{'Commercial and Services': 0.7, 'Mixed urban or built-up land': 0.04, 'Industrial': 0.17, 'Residential': 0.09}",0.00031339000000000003
TSP - combined,[ 38.704534 -90.139675],"{'Commercial and Services': 0.15, 'Residential': 0.79, 'Industrial': 0.06}",0.013467705000000002
TSP - combined,[ 38.703106 -90.118164],"{'Commercial and Services': 0.15, 'Residential': 0.43, 'Industrial': 0.18, 'Cropland and pasture': 0.24}",0.00024065599999999998
TSP - combined,[ 38.793341 -90.039762],"{'Mixed urban or built-up land': 0.18699186991869918, 'Cropland and pasture': 0.8130081300813008}",0.013122950999999999
TSP - combined,[ 38.816716 -90.202054],"{'Cropland and pasture': 0.93, 'Industrial': 0.05, 'Reservoirs': 0.02}",0.012517935
TSP - combined,[ 38.860669 -90.105851],"{'Industrial': 0.19, 'Reservoirs': 0.14, 'Mixed urban or built-up land': 0.15, 'Commercial and Services': 0.15, 'Residential': 0.17, 'Deciduous forest land': 0.16, 'Cropland and pasture': 0.04}",0.01212541
TSP - combined,[ 42.221442 -88.242207],"{'Other agricultural land': 0.05, 'Deciduous forest land': 0.13, 'Commercial and Services': 0.4, 'Residential': 0.28, 'Other urban or built-up land': 0.02, 'Cropland and pasture': 0.12}",0.012943887
TSP - combined,[ 42.238356 -88.324529],"{'Commercial and Services': 0.3584905660377358, 'Residential': 0.6320754716981132, 'Cropland and pasture': 0.009433962264150943}",0.000307833
TSP - combined,[ 40.483369 -89.004244],"{'Commercial and Services': 0.3, 'Residential': 0.51, 'Transportation, communications and services': 0.19}",0.013031431
TSP - combined,[ 40.009492 -89.850388],"{'Commercial and Services': 0.085, 'Residential': 0.4, 'Deciduous forest land': 0.015, 'Cropland and pasture': 0.5}",0.000154
TSP - combined,[ 38.44172  -90.200113],"{'Industrial': 0.012658227848101266, 'Reservoirs': 0.016877637130801686, 'Commercial and Services': 0.14345991561181434, 'Residential': 0.38396624472573837, 'Other urban or built-up land': 0.02109704641350211, 'Cropland and pasture': 0.4219409282700422}",0.010896552
TSP - combined,[ 38.330609 -90.159834],"{'Commercial and Services': 0.08860759493670886, 'Residential': 0.22784810126582278, 'Cropland and pasture': 0.6329113924050633, 'Mixed urban or built-up land': 0.05063291139240506}",0.012147058
TSP - combined,[ 40.697538 -89.586486],"{'Commercial and Services': 0.74, 'Residential': 0.2, 'Transportation, communications and services': 0.06}",0.011491454000000002
TSP - combined,[ 40.675594 -89.619543],"{'Commercial and Services': 0.22772277227722773, 'Residential': 0.7722772277227723}",0.011665574000000001
TSP - combined,[ 40.788926 -89.619264],"{'Commercial and Services': 0.95, 'Cropland and pasture': 0.05}",0.016217778
TSP - combined,[ 40.697816 -89.618155],"{'Commercial and Services': 0.46, 'Residential': 0.54}",0.017912592
TSP - combined,[ 41.115592 -89.368978],"{'Commercial and Services': 0.35, 'Residential': 0.35, 'Cropland and pasture': 0.3}",0.015118644
TSP - combined,[ 41.514478 -90.440409],"{'Commercial and Services': 0.185, 'Residential': 0.315, 'Transportation, communications and services': 0.5}",0.015224651
TSP - combined,[ 41.506701 -90.464854],"{'Residential': 0.5, 'Transportation, communications and services': 0.5}",0.011488426000000001
TSP - combined,[ 41.452255 -90.56708 ],"{'Commercial and Services': 0.29, 'Mixed urban or built-up land': 0.4, 'Cropland and pasture': 0.03, 'Reservoirs': 0.03, 'Residential': 0.25}",0.018534892
TSP - combined,[ 41.487256 -90.485689],"{'Commercial and Services': 0.15254237288135594, 'Residential': 0.423728813559322, 'Transportation, communications and services': 0.423728813559322}",0.011750603
TSP - combined,[ 41.5092   -90.580137],"{'Commercial and Services': 0.48, 'Residential': 0.5, 'Transportation, communications and services': 0.02}",0.013721459
TSP - combined,[ 41.504201 -90.513745],"{'Commercial and Services': 0.18, 'Residential': 0.82}",0.012862333
TSP - combined,[ 41.5092   -90.577359],"{'Commercial and Services': 0.6, 'Residential': 0.39, 'Transportation, communications and services': 0.01}",0.013458167000000002
TSP - combined,[ 38.512828 -89.984272],"{'Commercial and Services': 0.84, 'Residential': 0.16}",0.011689147000000002
TSP - combined,[ 38.612034 -90.160477],"{'Commercial and Services': 0.11650485436893204, 'Residential': 0.7669902912621359, 'Transportation, communications and services': 0.08737864077669903, 'Transitional areas': 0.02912621359223301}",0.014923913
TSP - combined,[ 38.57144 -90.16261],"{'Residential': 0.31, 'Other urban or built-up land': 0.11, 'Cropland and pasture': 0.08, 'Transportation, communications and services': 0.5}",0.012455738000000001
TSP - combined,[ 40.664482 -89.576487],"{'Commercial and Services': 0.05, 'Residential': 0.4, 'Industrial': 0.54, 'Transportation, communications and services': 0.01}",0.010201923
TSP - combined,[ 40.569206 -89.644825],"{'Commercial and Services': 0.57, 'Residential': 0.43}",0.015908696
TSP - combined,[ 41.776698 -89.710941],"{'Commercial and Services': 0.3, 'Residential': 0.25, 'Cropland and pasture': 0.45}",0.011810000000000001
TSP - combined,[ 41.788087 -89.704276],"{'Commercial and Services': 0.22, 'Residential': 0.24, 'Industrial': 0.46, 'Reservoirs': 0.06, 'Cropland and pasture': 0.02}",0.000207241
TSP - combined,[ 41.446146 -87.626986],"{'Commercial and Services': 0.4, 'Residential': 0.6}",0.013242549000000001
TSP - combined,[ 41.418923 -87.736712],"{'Residential': 0.31125827814569534, 'Other urban or built-up land': 0.026490066225165563, 'Cropland and pasture': 0.6622516556291391}",0.016807392
TSP - combined,[ 41.533366 -87.88533 ],"{'Commercial and Services': 0.12299465240641712, 'Residential': 0.3422459893048128, 'Cropland and pasture': 0.5347593582887701}",0.011459016
TSP - combined,[ 41.550864 -88.090059],"{'Residential': 0.56, 'Industrial': 0.19, 'Other urban or built-up land': 0.25}",0.012089130000000002
TSP - combined,[ 41.538364 -88.045614],"{'Commercial and Services': 0.23, 'Residential': 0.77}",0.013074902000000001
TSP - combined,[ 41.530309 -88.085337],"{'Commercial and Services': 0.73, 'Residential': 0.2, 'Streams and canals': 0.07}",0.017421739000000002
TSP - combined,[ 41.501698 -88.180339],"{'Commercial and Services': 0.3967391304347826, 'Cropland and pasture': 0.5434782608695652, 'Deciduous forest land': 0.059782608695652176}",0.019589002
TSP - combined,[ 41.505031 -88.068669],"{'Commercial and Services': 0.08, 'Residential': 0.5, 'Industrial': 0.26, 'Deciduous forest land': 0.15, 'Strip mines, quarries and gravel pits': 0.01}",0.012829796000000001
TSP - combined,[ 41.52642  -88.082837],"{'Commercial and Services': 0.89, 'Streams and canals': 0.11}",0.000256452
TSP - combined,[ 41.526885 -88.116474],"{'Commercial and Services': 0.45, 'Residential': 0.46, 'Industrial': 0.09}",0.000328667
TSP - combined,[ 41.30281  -88.152836],"{'Commercial and Services': 0.047619047619047616, 'Reservoirs': 0.2761904761904762, 'Other urban or built-up land': 0.24761904761904763, 'Cropland and pasture': 0.42857142857142855}",0.000248333
TSP - combined,[ 41.506698 -88.115892],"{'Residential': 0.44, 'Industrial': 0.39, 'Transitional areas': 0.17}",0.014515529000000001
TSP - combined,[ 41.279754 -88.221728],"{'Residential': 0.01, 'Cropland and pasture': 0.99}",0.00030296300000000006
TSP - combined,[ 41.614474 -88.19562 ],"{'Commercial and Services': 0.31, 'Residential': 0.31, 'Cropland and pasture': 0.36, 'Transitional areas': 0.02}",0.00029
TSP - combined,[ 41.592253 -88.048115],"{'Commercial and Services': 0.24, 'Residential': 0.63, 'Other urban or built-up land': 0.13}",0.012858431
TSP - combined,[ 41.658642 -88.086173],"{'Commercial and Services': 0.34, 'Residential': 0.62, 'Cropland and pasture': 0.04}",0.000285
TSP - combined,[ 37.728106 -88.953682],"{'Industrial': 0.02, 'Commercial and Services': 0.4, 'Residential': 0.02, 'Other urban or built-up land': 0.28, 'Cropland and pasture': 0.08, 'Transportation, communications and services': 0.2}",0.000333929
TSP - combined,[ 42.267798 -89.088162],"{'Commercial and Services': 0.79, 'Residential': 0.15, 'Reservoirs': 0.06}",0.00029871
TSP - combined,[ 42.240021 -89.047883],"{'Commercial and Services': 0.29, 'Residential': 0.52, 'Cropland and pasture': 0.19}",0.000399688
TSP - combined,[ 42.267242 -89.08955 ],"{'Commercial and Services': 0.74, 'Residential': 0.22, 'Reservoirs': 0.04}",0.000268966
TSP - combined,[ 42.489459 -89.033443],"{'Residential': 0.315, 'Industrial': 0.185, 'Cropland and pasture': 0.5}",0.000535769
TSP - combined,[ 44.097573 -70.215055],"{'Commercial and Services': 0.22, 'Residential': 0.37, 'Industrial and commercial complexes': 0.41}",0.010731579
TSP - combined,[ 46.686153 -67.995305],"{'Commercial and Services': 0.3333333333333333, 'Cropland and pasture': 0.6666666666666666}",0.00027
TSP - combined,[ 46.747263 -68.471988],"{'Deciduous forest land': 0.55, 'Forested wetland': 0.03, 'Cropland and pasture': 0.42}",0.00035
TSP - combined,[ 46.73393  -68.736434],"{'Mixed forest land': 0.46, 'Evergreen forest land': 0.54}",0.014258696
TSP - combined,[ 46.730597 -68.732823],"{'Evergreen forest land': 0.99, 'Mixed forest land': 0.01}",0.014348672000000002
TSP - combined,[ 46.680655 -68.015244],"{'Commercial and Services': 0.36, 'Residential': 0.55, 'Industrial': 0.09}",0.011984314
TSP - combined,[ 46.685042 -68.009473],"{'Commercial and Services': 0.41, 'Residential': 0.58, 'Industrial': 0.01}",0.000246129
TSP - combined,[ 47.352753 -68.325709],"{'Commercial and Services': 0.2, 'Residential': 0.72, 'Cropland and pasture': 0.08}",0.015906522
TSP - combined,[ 43.658693 -70.259771],"{'Commercial and Services': 0.73, 'Mixed urban or built-up land': 0.21, 'Industrial': 0.03, 'Transportation, communications and services': 0.03}",0.019080241
TSP - combined,[ 43.646194 -70.228103],"{'Commercial and Services': 0.25742574257425743, 'Residential': 0.3069306930693069, 'Bays and estuaries': 0.43564356435643564}",0.011006017000000002
TSP - combined,[ 43.676748 -70.366717],"{'Industrial': 0.17, 'Reservoirs': 0.05, 'Commercial and Services': 0.4, 'Residential': 0.2, 'Other urban or built-up land': 0.17, 'Transportation, communications and services': 0.01}",0.000284444
TSP - combined,[ 44.492567 -70.230852],{'Mixed forest land': 1.0},0.016795652
TSP - combined,[ 44.51098  -70.221318],"{'Residential': 0.66, 'Mixed forest land': 0.34}",0.014128260999999998
TSP - combined,[ 44.316179 -69.767545],"{'Commercial and Services': 0.54, 'Residential': 0.15, 'Streams and canals': 0.19, 'Mixed urban or built-up land': 0.12}",0.012208333
TSP - combined,[ 44.089525 -69.166987],"{'Residential': 0.09, 'Cropland and pasture': 0.64, 'Mixed forest land': 0.26, 'Strip mines, quarries and gravel pits': 0.01}",0.012613469
TSP - combined,[ 44.080914 -69.144487],"{'Cropland and pasture': 0.59, 'Nonforested wetland': 0.14, 'Mixed forest land': 0.27}",0.018302011
TSP - combined,[ 44.541175 -70.521453],"{'Residential': 0.15, 'Streams and canals': 0.34, 'Evergreen forest land': 0.51}",0.01512
TSP - combined,[ 44.801738 -68.771147],"{'Commercial and Services': 0.69, 'Residential': 0.29, 'Streams and canals': 0.02}",0.019272727
TSP - combined,[ 44.79886  -68.769675],"{'Commercial and Services': 0.6, 'Residential': 0.07, 'Streams and canals': 0.2, 'Industrial': 0.12, 'Transportation, communications and services': 0.01}",0.010647369
TSP - combined,[ 45.651994 -68.698091],"{'Residential': 0.08, 'Industrial': 0.18, 'Other urban or built-up land': 0.63, 'Transportation, communications and services': 0.06, 'Evergreen forest land': 0.05}",0.017509801
TSP - combined,[ 45.63894  -68.691701],"{'Industrial': 0.04, 'Deciduous forest land': 0.64, 'Transportation, communications and services': 0.18, 'Evergreen forest land': 0.14}",0.000330833
TSP - combined,[ 45.64755  -68.701702],"{'Other urban or built-up land': 0.08, 'Industrial': 0.84, 'Deciduous forest land': 0.01, 'Evergreen forest land': 0.07}",0.021758933
TSP - combined,[ 44.907857 -66.991645],"{'Residential': 0.4, 'Industrial': 0.06, 'Industrial and commercial complexes': 0.07, 'Mixed forest land': 0.33, 'Strip mines, quarries and gravel pits': 0.14}",0.000306364
TSP - combined,[ 45.152161 -67.403351],"{'Residential': 0.74, 'Industrial': 0.01, 'Evergreen forest land': 0.25}",0.015268889000000003
TSP - combined,[ 45.155074 -67.394995],"{'Null area -- no land use assigned': 0.18, 'Industrial': 0.2, 'Mixed forest land': 0.12, 'Residential': 0.37, 'Lakes': 0.05, 'Evergreen forest land': 0.08}",0.013454118000000001
TSP - combined,[ 43.491751 -70.45644 ],"{'Commercial and Services': 0.7, 'Residential': 0.12, 'Industrial': 0.1, 'Mixed urban or built-up land': 0.08}",0.015119643
TSP - combined,[ 39.652588 -78.762519],"{'Commercial and Services': 0.46, 'Residential': 0.26, 'Streams and canals': 0.03, 'Industrial': 0.09, 'Transportation, communications and services': 0.16}",0.00036666700000000005
TSP - combined,[ 39.480371 -79.059752],"{'Residential': 0.14754098360655737, 'Industrial': 0.03278688524590164, 'Deciduous forest land': 0.819672131147541}",0.00015
TSP - combined,[ 39.211694 -76.652995],"{'Commercial and Services': 0.07, 'Residential': 0.72, 'Transportation, communications and services': 0.21}",0.01623913
TSP - combined,[ 39.169533 -76.627933],"{'Residential': 0.71, 'Industrial': 0.16, 'Mixed urban or built-up land': 0.13}",0.022093994999999998
TSP - combined,[ 39.291218 -76.609411],"{'Commercial and Services': 0.93, 'Transportation, communications and services': 0.07}",0.019333334
TSP - combined,[ 39.23733  -76.587188],"{'Residential': 0.07, 'Transportation, communications and services': 0.93}",0.018546429
TSP - combined,[ 39.340556 -76.582222],"{'Commercial and Services': 0.3, 'Residential': 0.04, 'Other urban or built-up land': 0.58, 'Transportation, communications and services': 0.08}",0.012970588000000002
TSP - combined,[ 39.34465 -76.68538],"{'Commercial and Services': 0.19393939393939394, 'Residential': 0.6060606060606061, 'Industrial': 0.2}",0.011786363
TSP - combined,[ 39.28777  -76.546861],"{'Commercial and Services': 0.18, 'Residential': 0.28, 'Industrial': 0.29, 'Other urban or built-up land': 0.17, 'Transportation, communications and services': 0.08}",0.015746
TSP - combined,[ 39.277778 -76.663889],"{'Industrial': 0.19, 'Industrial and commercial complexes': 0.03, 'Commercial and Services': 0.17, 'Residential': 0.53, 'Other urban or built-up land': 0.07, 'Cropland and pasture': 0.01}",0.00019250000000000002
TSP - combined,[ 39.314167 -76.613333],"{'Commercial and Services': 0.41, 'Residential': 0.55, 'Other urban or built-up land': 0.04}",0.015269565
TSP - combined,[ 39.243997 -76.508574],"{'Commercial and Services': 0.14, 'Residential': 0.75, 'Streams and canals': 0.06, 'Industrial': 0.05}",0.024552622
TSP - combined,[ 39.310833 -76.474444],"{'Residential': 0.93, 'Mixed urban or built-up land': 0.07}",0.018032654000000002
TSP - combined,[ 38.070128 -76.458564],{'Bays and estuaries': 1.0},0.01005
TSP - combined,[ 39.609001 -75.82966 ],"{'Commercial and Services': 0.38, 'Residential': 0.5, 'Deciduous forest land': 0.12}",0.013409091000000001
TSP - combined,[ 39.408713 -77.398596],"{'Industrial': 0.09, 'Commercial and Services': 0.11, 'Residential': 0.26, 'Other urban or built-up land': 0.02, 'Cropland and pasture': 0.5, 'Transportation, communications and services': 0.02}",0.013630951999999998
TSP - combined,[ 39.016777 -77.071922],"{'Commercial and Services': 0.05660377358490566, 'Residential': 0.4716981132075472, 'Transportation, communications and services': 0.4716981132075472}",0.014209999999999999
TSP - combined,[ 39.082608 -77.151924],"{'Commercial and Services': 0.175, 'Residential': 0.325, 'Transportation, communications and services': 0.5}",0.010171429
TSP - combined,[ 38.924001 -76.90414 ],"{'Residential': 0.5040650406504065, 'Industrial and commercial complexes': 0.13008130081300814, 'Transportation, communications and services': 0.36585365853658536}",0.013553846
TSP - combined,[ 38.978166 -76.944697],"{'Commercial and Services': 0.05, 'Residential': 0.95}",0.019745408
TSP - combined,[ 38.959833 -76.94553 ],"{'Commercial and Services': 0.07407407407407407, 'Residential': 0.9259259259259259}",0.012944
TSP - combined,[ 39.104552 -76.86664 ],"{'Commercial and Services': 0.28, 'Residential': 0.58, 'Deciduous forest land': 0.14}",0.028161431
TSP - combined,[ 38.362618 -75.603258],"{'Commercial and Services': 0.27, 'Residential': 0.7, 'Industrial': 0.03}",0.011633334
TSP - combined,[ 38.362062 -75.599091],"{'Commercial and Services': 0.21, 'Residential': 0.79}",0.000205
TSP - combined,[ 41.636493 -70.932539],"{'Commercial and Services': 0.02, 'Residential': 0.88, 'Transitional areas': 0.01, 'Mixed urban or built-up land': 0.09}",0.012254098
TSP - combined,[ 41.70038  -71.151156],"{'Commercial and Services': 0.46, 'Residential': 0.12, 'Industrial': 0.35, 'Transportation, communications and services': 0.07}",0.013592857
TSP - combined,[ 42.108983 -72.594811],"{'Commercial and Services': 0.75, 'Transportation, communications and services': 0.25}",0.014766444000000002
TSP - combined,[ 42.375097 -71.124497],"{'Commercial and Services': 0.06, 'Residential': 0.39, 'Streams and canals': 0.05, 'Transportation, communications and services': 0.5}",0.0148375
TSP - combined,[ 42.329542 -71.067828],"{'Commercial and Services': 0.49, 'Residential': 0.01, 'Transportation, communications and services': 0.5}",0.017339286
TSP - combined,[ 42.258704 -71.800072],"{'Commercial and Services': 0.23376623376623376, 'Residential': 0.1038961038961039, 'Industrial': 0.16233766233766234, 'Other urban or built-up land': 0.05844155844155844, 'Transportation, communications and services': 0.44155844155844154}",7.000000000000001e-05
TSP - combined,[ 42.260102 -71.798375],"{'Commercial and Services': 0.3422818791946309, 'Residential': 0.08053691275167785, 'Industrial': 0.03355704697986577, 'Other urban or built-up land': 0.087248322147651, 'Transportation, communications and services': 0.4563758389261745}",0.016352173999999997
TSP - combined,[ 42.263426 -71.802016],"{'Commercial and Services': 0.5445544554455446, 'Residential': 0.43564356435643564, 'Transportation, communications and services': 0.019801980198019802}",0.000187273
TSP - combined,[ 42.917582 -71.999525],"{'Nonforested wetland': 0.046511627906976744, 'Mixed forest land': 0.9534883720930233}",0.016142966
TSP - combined,[ 42.935914 -72.277586],"{'Commercial and Services': 0.3, 'Residential': 0.7}",0.011847917000000001
TSP - combined,[ 44.470614 -71.168132],"{'Residential': 0.56, 'Streams and canals': 0.03, 'Industrial': 0.24, 'Deciduous forest land': 0.17}",0.012602391000000001
TSP - combined,[ 43.750905 -71.690912],"{'Commercial and Services': 0.018691588785046728, 'Residential': 0.1308411214953271, 'Mixed forest land': 0.8504672897196262}",0.01137234
TSP - combined,[ 42.99064  -71.458955],"{'Commercial and Services': 0.53, 'Residential': 0.47}",0.00364
TSP - combined,[ 42.758145 -71.465621],"{'Commercial and Services': 0.27, 'Residential': 0.52, 'Industrial': 0.21}",0.012901352000000001
